filepaths,family,genus,species,serialnumber,clusterID
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus ferrugineus_874196287.jpg,Scaridae,Scarus,ferrugineus_874196287.jpg,Scarus ferrugineus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus forsteni_-1411502140.jpg,Scaridae,Scarus,forsteni_-1411502140.jpg,Scarus forsteni,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus hypselopterus_832083748.jpg,Scaridae,Scarus,hypselopterus_832083748.jpg,Scarus hypselopterus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus psittacus_-1202164016.jpg,Scaridae,Scarus,psittacus_-1202164016.jpg,Scarus psittacus,0.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus persicus_1090794540.jpg,Scaridae,Scarus,persicus_1090794540.jpg,Scarus persicus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus ghobban_2134744513.jpg,Scaridae,Scarus,ghobban_2134744513.jpg,Scarus ghobban,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus ghobban_-1022511585.jpg,Scaridae,Scarus,ghobban_-1022511585.jpg,Scarus ghobban,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus zufar_-1110745519.jpg,Scaridae,Scarus,zufar_-1110745519.jpg,Scarus zufar,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus scaber_-952439330.jpg,Scaridae,Scarus,scaber_-952439330.jpg,Scarus scaber,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus scaber_-1735310329.jpg,Scaridae,Scarus,scaber_-1735310329.jpg,Scarus scaber,12.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus forsteni_-1650119790.jpg,Scaridae,Scarus,forsteni_-1650119790.jpg,Scarus forsteni,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Leptoscarus_Leptoscarus vaigiensis_-1412182318.jpg,Scaridae,Leptoscarus,vaigiensis_-1412182318.jpg,Leptoscarus vaigiensis,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus spinus_1530301410.jpg,Scaridae,Scarus,spinus_1530301410.jpg,Scarus spinus,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus frenatus_1874728220.jpg,Scaridae,Scarus,frenatus_1874728220.jpg,Scarus frenatus,6.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Hipposcarus_Hipposcarus longiceps_-62202778.jpg,Scaridae,Hipposcarus,longiceps_-62202778.jpg,Hipposcarus longiceps,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus enneacanthus_1640313503.jpg,Scaridae,Chlorurus,enneacanthus_1640313503.jpg,Chlorurus enneacanthus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus psittacus_21136751.jpg,Scaridae,Scarus,psittacus_21136751.jpg,Scarus psittacus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus xanthopleura_-59199445.jpg,Scaridae,Scarus,xanthopleura_-59199445.jpg,Scarus xanthopleura,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus globiceps_-179131430.jpg,Scaridae,Scarus,globiceps_-179131430.jpg,Scarus globiceps,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus chameleon_-1181230189.jpg,Scaridae,Scarus,chameleon_-1181230189.jpg,Scarus chameleon,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus festivus_1820895035.jpg,Scaridae,Scarus,festivus_1820895035.jpg,Scarus festivus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus carolinus_1514236850.jpg,Scaridae,Calotomus,carolinus_1514236850.jpg,Calotomus carolinus,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus russelii_1644260400.jpg,Scaridae,Scarus,russelii_1644260400.jpg,Scarus russelii,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus rivulatus_-1017116800.jpg,Scaridae,Scarus,rivulatus_-1017116800.jpg,Scarus rivulatus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus gibbus_1069148364.jpg,Scaridae,Chlorurus,gibbus_1069148364.jpg,Chlorurus gibbus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus festivus_-1039898784.jpg,Scaridae,Scarus,festivus_-1039898784.jpg,Scarus festivus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus persicus_-1075298399.jpg,Scaridae,Scarus,persicus_-1075298399.jpg,Scarus persicus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus spinus_1717017824.jpg,Scaridae,Scarus,spinus_1717017824.jpg,Scarus spinus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus sp._-1726195237.jpg,Scaridae,Scarus,sp._-1726195237.jpg,Scarus sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus russelii_-1653398415.jpg,Scaridae,Scarus,russelii_-1653398415.jpg,Scarus russelii,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus caudofasciatus_-612422235.jpg,Scaridae,Scarus,caudofasciatus_-612422235.jpg,Scarus caudofasciatus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus carolinus_-1747451783.jpg,Scaridae,Calotomus,carolinus_-1747451783.jpg,Calotomus carolinus,5.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus vetula_718747439.jpg,Scaridae,Scarus,vetula_718747439.jpg,Scarus vetula,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus altipinnis_1252770851.jpg,Scaridae,Scarus,altipinnis_1252770851.jpg,Scarus altipinnis,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus sp._1886582696.jpg,Scaridae,Scarus,sp._1886582696.jpg,Scarus sp.,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus psittacus_6775403.jpg,Scaridae,Scarus,psittacus_6775403.jpg,Scarus psittacus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus ghobban_-503295806.jpg,Scaridae,Scarus,ghobban_-503295806.jpg,Scarus ghobban,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus sordidus_1620279124.jpg,Scaridae,Chlorurus,sordidus_1620279124.jpg,Chlorurus sordidus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus carolinus_-1189568689.jpg,Scaridae,Calotomus,carolinus_-1189568689.jpg,Calotomus carolinus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus genazonatus_2097584972.jpg,Scaridae,Chlorurus,genazonatus_2097584972.jpg,Chlorurus genazonatus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus viridescens_1681866732.jpg,Scaridae,Calotomus,viridescens_1681866732.jpg,Calotomus viridescens,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus ghobban_617619694.jpg,Scaridae,Scarus,ghobban_617619694.jpg,Scarus ghobban,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus frontalis_-374816101.jpg,Scaridae,Chlorurus,frontalis_-374816101.jpg,Chlorurus frontalis,12.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Hipposcarus_Hipposcarus harid_227974330.jpg,Scaridae,Hipposcarus,harid_227974330.jpg,Hipposcarus harid,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus bowersi_-1629001241.jpg,Scaridae,Chlorurus,bowersi_-1629001241.jpg,Chlorurus bowersi,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus niger_1710281482.jpg,Scaridae,Scarus,niger_1710281482.jpg,Scarus niger,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus capistratoides_-1514477208.jpg,Scaridae,Chlorurus,capistratoides_-1514477208.jpg,Chlorurus capistratoides,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus dimidiatus_445127774.jpg,Scaridae,Scarus,dimidiatus_445127774.jpg,Scarus dimidiatus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus rivulatus_-23178879.jpg,Scaridae,Scarus,rivulatus_-23178879.jpg,Scarus rivulatus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus sp._-1330218871.jpg,Scaridae,Scarus,sp._-1330218871.jpg,Scarus sp.,0.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus flavipectoralis_-382087828.jpg,Scaridae,Scarus,flavipectoralis_-382087828.jpg,Scarus flavipectoralis,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus oviceps_-1680946875.jpg,Scaridae,Scarus,oviceps_-1680946875.jpg,Scarus oviceps,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus ghobban_-1371200155.jpg,Scaridae,Scarus,ghobban_-1371200155.jpg,Scarus ghobban,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus gibbus_610837082.jpg,Scaridae,Chlorurus,gibbus_610837082.jpg,Chlorurus gibbus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus oviceps_-462594270.jpg,Scaridae,Scarus,oviceps_-462594270.jpg,Scarus oviceps,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus dimidiatus_-1259769721.jpg,Scaridae,Scarus,dimidiatus_-1259769721.jpg,Scarus dimidiatus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus troschelii_-764992562.jpg,Scaridae,Chlorurus,troschelii_-764992562.jpg,Chlorurus troschelii,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Hipposcarus_Hipposcarus longiceps_-1986713063.jpg,Scaridae,Hipposcarus,longiceps_-1986713063.jpg,Hipposcarus longiceps,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus spinus_-1940401311.jpg,Scaridae,Scarus,spinus_-1940401311.jpg,Scarus spinus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus spinidens_511235274.jpg,Scaridae,Calotomus,spinidens_511235274.jpg,Calotomus spinidens,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus spinidens_1781149844.jpg,Scaridae,Calotomus,spinidens_1781149844.jpg,Calotomus spinidens,12.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Cetoscarus_Cetoscarus bicolor_1296169259.jpg,Scaridae,Cetoscarus,bicolor_1296169259.jpg,Cetoscarus bicolor,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus carolinus_1118096198.jpg,Scaridae,Calotomus,carolinus_1118096198.jpg,Calotomus carolinus,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus spinidens_-1427446909.jpg,Scaridae,Calotomus,spinidens_-1427446909.jpg,Calotomus spinidens,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus ghobban_-1951687209.jpg,Scaridae,Scarus,ghobban_-1951687209.jpg,Scarus ghobban,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Cetoscarus_Cetoscarus bicolor_-1747897838.jpg,Scaridae,Cetoscarus,bicolor_-1747897838.jpg,Cetoscarus bicolor,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus rubroviolaceus_533540729.jpg,Scaridae,Scarus,rubroviolaceus_533540729.jpg,Scarus rubroviolaceus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus psittacus_-1073960311.jpg,Scaridae,Scarus,psittacus_-1073960311.jpg,Scarus psittacus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus flavipectoralis_476511859.jpg,Scaridae,Scarus,flavipectoralis_476511859.jpg,Scarus flavipectoralis,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus frontalis_669302772.jpg,Scaridae,Chlorurus,frontalis_669302772.jpg,Chlorurus frontalis,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus carolinus_-2068254187.jpg,Scaridae,Calotomus,carolinus_-2068254187.jpg,Calotomus carolinus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus globiceps_-22438504.jpg,Scaridae,Scarus,globiceps_-22438504.jpg,Scarus globiceps,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus spinidens_-1519276024.jpg,Scaridae,Calotomus,spinidens_-1519276024.jpg,Calotomus spinidens,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus spinidens_-1094720452.jpg,Scaridae,Calotomus,spinidens_-1094720452.jpg,Calotomus spinidens,0.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus spinus_-494444283.jpg,Scaridae,Scarus,spinus_-494444283.jpg,Scarus spinus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus spinidens_-775354739.jpg,Scaridae,Calotomus,spinidens_-775354739.jpg,Calotomus spinidens,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus troschelii_735205409.jpg,Scaridae,Chlorurus,troschelii_735205409.jpg,Chlorurus troschelii,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus carolinus_825555684.jpg,Scaridae,Calotomus,carolinus_825555684.jpg,Calotomus carolinus,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus ghobban_-943137420.jpg,Scaridae,Scarus,ghobban_-943137420.jpg,Scarus ghobban,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus forsteni_-2117495889.jpg,Scaridae,Scarus,forsteni_-2117495889.jpg,Scarus forsteni,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus psittacus_1017687004.jpg,Scaridae,Scarus,psittacus_1017687004.jpg,Scarus psittacus,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus rubroviolaceus_-654047469.jpg,Scaridae,Scarus,rubroviolaceus_-654047469.jpg,Scarus rubroviolaceus,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus psittacus_1276326312.jpg,Scaridae,Scarus,psittacus_1276326312.jpg,Scarus psittacus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Leptoscarus_Leptoscarus vaigiensis_1381077777.jpg,Scaridae,Leptoscarus,vaigiensis_1381077777.jpg,Leptoscarus vaigiensis,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus schlegeli_276230335.jpg,Scaridae,Scarus,schlegeli_276230335.jpg,Scarus schlegeli,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus gibbus_-1128176173.jpg,Scaridae,Chlorurus,gibbus_-1128176173.jpg,Chlorurus gibbus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus fuscocaudatus_1912421226.jpg,Scaridae,Scarus,fuscocaudatus_1912421226.jpg,Scarus fuscocaudatus,0.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus schlegeli_1794898563.jpg,Scaridae,Scarus,schlegeli_1794898563.jpg,Scarus schlegeli,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus coelestinus_1003223140.jpg,Scaridae,Scarus,coelestinus_1003223140.jpg,Scarus coelestinus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus arabicus_-1878569322.jpg,Scaridae,Scarus,arabicus_-1878569322.jpg,Scarus arabicus,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus spinidens_63592674.jpg,Scaridae,Calotomus,spinidens_63592674.jpg,Calotomus spinidens,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus fuscopurpureus_-1319391512.jpg,Scaridae,Scarus,fuscopurpureus_-1319391512.jpg,Scarus fuscopurpureus,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus genazonatus_-980144274.jpg,Scaridae,Chlorurus,genazonatus_-980144274.jpg,Chlorurus genazonatus,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus rhakoura_1739549066.jpg,Scaridae,Chlorurus,rhakoura_1739549066.jpg,Chlorurus rhakoura,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus hypselopterus_-1038183281.jpg,Scaridae,Scarus,hypselopterus_-1038183281.jpg,Scarus hypselopterus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus perspicillatus_-1518131513.jpg,Scaridae,Chlorurus,perspicillatus_-1518131513.jpg,Chlorurus perspicillatus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Leptoscarus_Leptoscarus vaigiensis_-1702099221.jpg,Scaridae,Leptoscarus,vaigiensis_-1702099221.jpg,Leptoscarus vaigiensis,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Hipposcarus_Hipposcarus longiceps_412514680.jpg,Scaridae,Hipposcarus,longiceps_412514680.jpg,Hipposcarus longiceps,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus hypselopterus_457121158.jpg,Scaridae,Scarus,hypselopterus_457121158.jpg,Scarus hypselopterus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus dubius_1511255811.jpg,Scaridae,Scarus,dubius_1511255811.jpg,Scarus dubius,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus psittacus_6931765.jpg,Scaridae,Scarus,psittacus_6931765.jpg,Scarus psittacus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus sordidus_-2075181783.jpg,Scaridae,Chlorurus,sordidus_-2075181783.jpg,Chlorurus sordidus,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Calotomus_Calotomus viridescens_1097591566.jpg,Scaridae,Calotomus,viridescens_1097591566.jpg,Calotomus viridescens,6.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus microrhinos_1649269205.jpg,Scaridae,Scarus,microrhinos_1649269205.jpg,Scarus microrhinos,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus sordidus_1978919828.jpg,Scaridae,Chlorurus,sordidus_1978919828.jpg,Chlorurus sordidus,5.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus strongylocephalus_-493663113.jpg,Scaridae,Chlorurus,strongylocephalus_-493663113.jpg,Chlorurus strongylocephalus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus festivus_128347105.jpg,Scaridae,Scarus,festivus_128347105.jpg,Scarus festivus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus sordidus_-1720236638.jpg,Scaridae,Chlorurus,sordidus_-1720236638.jpg,Chlorurus sordidus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus sp._927602143.jpg,Scaridae,Scarus,sp._927602143.jpg,Scarus sp.,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus chameleon_1707546617.jpg,Scaridae,Scarus,chameleon_1707546617.jpg,Scarus chameleon,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus ferrugineus_-559419003.jpg,Scaridae,Scarus,ferrugineus_-559419003.jpg,Scarus ferrugineus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus capistratoides_-1040234710.jpg,Scaridae,Chlorurus,capistratoides_-1040234710.jpg,Chlorurus capistratoides,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus sp._899565078.jpg,Scaridae,Scarus,sp._899565078.jpg,Scarus sp.,6.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus quoyi_-497808332.jpg,Scaridae,Scarus,quoyi_-497808332.jpg,Scarus quoyi,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Chlorurus_Chlorurus troschelii_-554308448.jpg,Scaridae,Chlorurus,troschelii_-554308448.jpg,Chlorurus troschelii,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus niger_219863112.jpg,Scaridae,Scarus,niger_219863112.jpg,Scarus niger,3.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus iseri_-459478699.jpg,Scaridae,Scarus,iseri_-459478699.jpg,Scarus iseri,9.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus ferrugineus_-1899826590.jpg,Scaridae,Scarus,ferrugineus_-1899826590.jpg,Scarus ferrugineus,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus flavipectoralis_1750440183.jpg,Scaridae,Scarus,flavipectoralis_1750440183.jpg,Scarus flavipectoralis,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus falcipinnis_-1342327416.jpg,Scaridae,Scarus,falcipinnis_-1342327416.jpg,Scarus falcipinnis,5.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus chameleon_1003324445.jpg,Scaridae,Scarus,chameleon_1003324445.jpg,Scarus chameleon,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Bolbometopon_Bolbometopon muricatum_-323263331.jpg,Scaridae,Bolbometopon,muricatum_-323263331.jpg,Bolbometopon muricatum,7.0
/Users/shawn/Developer/randall_interested_edited/Scaridae/Scarus_Scarus vetula_1971949222.jpg,Scaridae,Scarus,vetula_1971949222.jpg,Scarus vetula,7.0
